id,id_label,resolved,first_observed,last_observed,observations,min_cust_aff,max_cust_aff,min_start,max_etr,last_cause,longitude,latitude,county,neighborhood
77387,77387,1,2022-09-24T15:56:22Z,2022-09-25T11:57:11Z,118,4,4,2022-09-24T04:05:00Z,2022-09-26T02:00:00Z,High Winds and Rain,-64.22275,45.82351,Cumberland,
77440,77440,1,2022-09-24T16:06:30Z,2022-09-25T11:57:11Z,117,4,4,2022-09-24T01:59:56Z,2022-09-28T17:00:00Z,High Winds and Rain,-63.62543,44.63056,Halifax,Kline Heights/Stanley Park
77500,77500,1,2022-09-24T16:16:33Z,2022-09-25T11:57:11Z,116,4,4,,,,-64.05853,44.58113,Lunenburg,
79316,79316,1,2022-09-24T17:56:38Z,2022-09-25T11:57:11Z,106,99,99,,,,-63.4574,44.59704,Halifax,Eastern Passage
80414,80414,1,2022-09-24T18:56:50Z,2022-09-25T11:57:11Z,100,4,4,,,,-62.62914,45.61441,Pictou,
81977,81977,1,2022-09-24T20:07:06Z,2022-09-25T11:57:11Z,93,4,4,2022-09-24T04:33:31Z,2022-09-27T17:00:00Z,High Winds and Rain,-64.06323,44.58849,Lunenburg,
82128,82128,1,2022-09-24T20:17:05Z,2022-09-25T11:57:11Z,92,134,134,,,,-63.65805,44.66795,Halifax,Sherwood Heights
82578,82578,1,2022-09-24T20:38:04Z,2022-09-25T11:57:11Z,90,4,4,,,,-63.48635,44.67653,Halifax,Forest Hills
83606,83606,1,2022-09-24T21:17:12Z,2022-09-25T11:57:11Z,86,4,4,2022-09-24T20:50:38Z,2022-09-29T02:00:00Z,High Winds and Rain,-63.50897,44.66678,Halifax,Portland Estates
83938,83938,1,2022-09-24T21:27:09Z,2022-09-25T11:57:11Z,85,4,4,2022-09-24T17:30:34Z,2022-09-26T02:00:00Z,High Winds and Rain,-63.29507,45.32929,Colchester,
84008,84008,1,2022-09-24T21:37:08Z,2022-09-25T11:57:11Z,84,4,4,,,,-63.29764,45.32857,Colchester,
84842,84842,1,2022-09-24T22:17:46Z,2022-09-25T11:57:11Z,80,134,134,,,,-60.23424,46.09873,Cape Breton,
85013,85013,1,2022-09-24T22:27:45Z,2022-09-25T11:57:11Z,79,4,4,,,,-63.44111,45.37848,Colchester,
79518,79518,1,2022-09-24T18:06:40Z,2022-09-25T11:47:19Z,104,11,11,2022-09-24T17:14:25Z,2022-09-27T02:00:00Z,High Winds and Rain,-64.64011,44.58503,Lunenburg,
83570,83570,1,2022-09-24T21:17:12Z,2022-09-25T11:47:19Z,85,4,4,,,,-63.70013,44.78469,Halifax,Middle Sackville
83594,83594,1,2022-09-24T21:17:12Z,2022-09-25T11:47:19Z,85,4,4,2022-09-24T03:30:09Z,2022-09-30T02:00:00Z,High Winds and Rain,-62.02539,45.58006,Antigonish,
85151,85151,1,2022-09-24T22:27:45Z,2022-09-25T11:47:19Z,78,4,4,2022-09-24T22:07:48Z,2022-09-29T02:00:00Z,High Winds and Rain,-63.64118,44.80731,Halifax,
73165,73165,1,2022-09-24T09:15:50Z,2022-09-25T11:37:15Z,156,4,4,2022-09-24T08:15:00Z,2022-09-27T02:00:00Z,High Winds and Rain,-64.50395,45.08473,Kings,
74187,74187,1,2022-09-24T11:15:53Z,2022-09-25T11:37:15Z,144,4,4,2022-09-24T10:52:32Z,2022-09-29T02:00:00Z,High Winds and Rain,-63.54831,44.70328,Halifax,"Port Wallace, (Montebello?)"
76181,76181,1,2022-09-24T14:16:21Z,2022-09-25T11:37:15Z,126,4,4,2022-09-24T02:10:29Z,2022-09-29T02:00:00Z,High Winds and Rain,-63.60964,44.61813,Halifax,
77916,77916,1,2022-09-24T16:36:34Z,2022-09-25T11:37:15Z,112,4,4,2022-09-24T16:02:08Z,2022-09-29T02:00:00Z,High Winds and Rain,-63.4557,44.65654,Halifax,
78042,78042,1,2022-09-24T16:46:30Z,2022-09-25T11:37:15Z,111,4,4,2022-09-24T16:23:27Z,2022-09-29T02:00:00Z,High Winds and Rain,-63.90136,44.69241,Halifax,
79136,79136,1,2022-09-24T17:46:38Z,2022-09-25T11:37:15Z,105,4,4,2022-09-24T04:23:53Z,2022-09-29T02:00:00Z,High Winds and Rain,-63.88303,44.68556,Halifax,
79525,79525,1,2022-09-24T18:06:40Z,2022-09-25T11:37:15Z,103,4,4,2022-09-24T17:48:26Z,2022-09-29T02:00:00Z,High Winds and Rain,-63.78018,44.73352,Halifax,
79542,79542,1,2022-09-24T18:16:45Z,2022-09-25T11:37:15Z,102,5,5,,,,-63.435,44.63228,Halifax,Flandrum Hill
80114,80114,1,2022-09-24T18:36:48Z,2022-09-25T11:37:15Z,100,4,4,2022-09-24T01:38:16Z,2022-09-29T02:00:00Z,High Winds and Rain,-63.71506,45.13575,Hants,
80651,80651,1,2022-09-24T19:06:57Z,2022-09-25T11:37:15Z,97,4,4,,,,-63.50917,44.65796,Halifax,Portland Estates
81012,81012,1,2022-09-24T19:26:45Z,2022-09-25T11:37:15Z,95,4,4,2022-09-24T19:03:10Z,2022-09-29T02:00:00Z,High Winds and Rain,-63.50844,44.6764,Halifax,Bel Ayr
82586,82586,1,2022-09-24T20:38:04Z,2022-09-25T11:37:15Z,88,4,4,,,,-63.48955,44.66076,Halifax,Colby Village
83344,83344,1,2022-09-24T20:56:55Z,2022-09-25T11:37:15Z,86,4,4,2022-09-24T02:32:56Z,2022-09-29T02:00:00Z,High Winds and Rain,-63.86754,44.71175,Halifax,
83819,83819,1,2022-09-24T21:27:09Z,2022-09-25T11:37:15Z,83,4,4,,,,-63.47662,44.6509,Halifax,Willowdale & Astral Projects
83993,83993,1,2022-09-24T21:37:08Z,2022-09-25T11:37:15Z,82,4,4,,,,-62.77059,45.7537,Pictou,
84198,84198,1,2022-09-24T21:47:09Z,2022-09-25T11:37:15Z,81,4,4,2022-09-24T00:40:18Z,2022-09-29T02:00:00Z,High Winds and Rain,-63.68508,44.7988,Halifax,
85904,85904,1,2022-09-24T23:09:50Z,2022-09-25T11:37:15Z,73,4,4,,,,-63.47212,44.64993,Halifax,Willowdale & Astral Projects
86265,86265,1,2022-09-24T23:18:18Z,2022-09-25T11:37:15Z,72,4,4,2022-09-24T08:34:04Z,2022-09-27T17:00:00Z,High Winds and Rain,-64.57458,44.21151,Lunenburg,
86922,86922,1,2022-09-24T23:49:12Z,2022-09-25T11:37:15Z,69,13,13,,,,-63.71279,44.82315,Halifax,Upper Sackville
75355,75355,1,2022-09-24T13:06:01Z,2022-09-25T11:27:14Z,132,4,4,2022-09-24T04:03:10Z,2022-09-29T02:00:00Z,High Winds and Rain,-62.72433,45.6769,Pictou,
76177,76177,1,2022-09-24T14:16:21Z,2022-09-25T11:27:14Z,125,126,128,2022-09-24T04:29:48Z,2022-09-27T02:00:00Z,High Winds and Rain,-64.36729,45.22846,Kings,
80130,80130,1,2022-09-24T18:36:48Z,2022-09-25T11:27:14Z,99,4,4,2022-09-24T04:03:10Z,2022-09-29T02:00:00Z,High Winds and Rain,-62.72655,45.67841,Pictou,
69272,69272,1,2022-09-24T02:55:14Z,2022-09-25T11:17:10Z,182,4,4,2022-09-24T02:36:15Z,2022-09-27T17:00:00Z,High Winds and Rain,-64.58123,44.12134,Queens,
76020,76020,1,2022-09-24T14:06:09Z,2022-09-25T11:17:10Z,125,4,4,,,,-63.7479,44.78252,Halifax,
77958,77958,1,2022-09-24T16:46:30Z,2022-09-25T11:17:10Z,109,45,45,,,,-60.19877,46.144,Cape Breton,
81954,81954,1,2022-09-24T20:07:06Z,2022-09-25T11:17:10Z,89,4,4,2022-09-24T19:48:31Z,2022-09-29T02:00:00Z,High Winds and Rain,-60.12041,46.20745,Cape Breton,
82026,82026,1,2022-09-24T20:07:06Z,2022-09-25T11:17:10Z,89,12,12,2022-09-24T15:53:37Z,2022-09-28T02:00:00Z,High Winds and Rain,-63.46155,44.62193,Halifax,Eastern Passage
82574,82574,1,2022-09-24T20:38:04Z,2022-09-25T11:17:10Z,86,4,4,,,,-63.57557,44.68569,Halifax,North End Dartmouth
83169,83169,1,2022-09-24T20:56:55Z,2022-09-25T11:17:10Z,84,4,4,,,,-63.58472,44.67764,Halifax,Harbourview
86075,86075,1,2022-09-24T23:18:18Z,2022-09-25T11:17:10Z,70,14,14,,,,-60.22046,46.24323,Cape Breton,
86859,86859,1,2022-09-24T23:38:17Z,2022-09-25T11:17:10Z,68,4,4,2022-09-24T23:15:18Z,2022-09-30T02:00:00Z,High Winds and Rain,-63.4473,45.43049,Colchester,
69258,69258,1,2022-09-24T02:55:14Z,2022-09-25T11:07:14Z,181,4,4,2022-09-24T02:30:00Z,2022-09-29T02:00:00Z,High Winds and Rain,-63.52882,44.68148,Halifax,Woodlawn
70853,70853,1,2022-09-24T04:26:07Z,2022-09-25T11:07:14Z,172,4,4,,,,-60.09776,46.23279,Cape Breton,
77154,77154,1,2022-09-24T15:36:21Z,2022-09-25T11:07:14Z,115,4,4,2022-09-24T03:09:01Z,2022-09-30T02:00:00Z,High Winds and Rain,-62.76786,45.7539,Pictou,
77869,77869,1,2022-09-24T16:36:34Z,2022-09-25T11:07:14Z,109,4,4,2022-09-24T02:26:17Z,2022-09-30T02:00:00Z,High Winds and Rain,-63.37818,45.42365,Colchester,
80014,80014,1,2022-09-24T18:36:48Z,2022-09-25T11:07:14Z,97,4,4,,,,-60.09515,46.24928,Cape Breton,
84202,84202,1,2022-09-24T21:47:09Z,2022-09-25T11:07:14Z,78,4,4,2022-09-24T14:46:20Z,2022-09-27T17:00:00Z,High Winds and Rain,-66.0217,44.54725,Digby,
84734,84734,1,2022-09-24T22:08:03Z,2022-09-25T11:07:14Z,76,4,4,2022-09-24T21:46:16Z,2022-09-30T02:00:00Z,High Winds and Rain,-63.29989,45.20605,Colchester,
84814,84814,1,2022-09-24T22:17:46Z,2022-09-25T11:07:14Z,75,4,4,,,,-60.20749,46.11749,Cape Breton,
74271,74271,1,2022-09-24T11:25:50Z,2022-09-25T10:57:08Z,139,4,4,2022-09-24T03:59:20Z,2022-09-29T02:00:00Z,High Winds and Rain,-63.71227,44.79083,Halifax,Middle Sackville
79422,79422,1,2022-09-24T17:56:38Z,2022-09-25T10:57:08Z,100,4,4,2022-09-24T04:01:16Z,2022-09-29T02:00:00Z,High Winds and Rain,-63.53026,44.67945,Halifax,Woodlawn
80477,80477,1,2022-09-24T18:56:50Z,2022-09-25T10:57:08Z,94,4,4,2022-09-24T18:41:32Z,2022-09-27T17:00:00Z,High Winds and Rain,-64.60753,45.03011,Kings,
80634,80634,1,2022-09-24T19:06:57Z,2022-09-25T10:57:08Z,93,4,4,,,,-63.19718,45.39344,Colchester,
81739,81739,1,2022-09-24T19:56:52Z,2022-09-25T10:57:08Z,88,4,4,2022-09-24T05:25:21Z,2022-09-29T02:00:00Z,High Winds and Rain,-63.70969,44.7905,Halifax,Middle Sackville
83995,83995,1,2022-09-24T21:37:08Z,2022-09-25T10:57:08Z,78,4,4,,,,-63.20343,45.39612,Colchester,
75822,75822,1,2022-09-24T13:46:02Z,2022-09-25T10:47:07Z,124,723,728,2022-09-24T05:22:48Z,2022-09-28T17:00:00Z,High Winds and Rain,-60.22315,46.10199,Cape Breton,
76405,76405,1,2022-09-24T14:46:15Z,2022-09-25T10:47:07Z,118,4,4,2022-09-24T05:07:10Z,2022-09-29T02:00:00Z,High Winds and Rain,-63.34434,45.26083,Colchester,
82450,82450,1,2022-09-24T20:27:11Z,2022-09-25T10:47:07Z,84,8,8,2022-09-24T19:52:58Z,2022-09-28T17:00:00Z,High Winds and Rain,-63.81362,44.67369,Halifax,
83581,83581,1,2022-09-24T21:17:12Z,2022-09-25T10:47:07Z,79,4,4,,,,-63.50509,44.71566,Halifax,
85428,85428,1,2022-09-24T22:58:31Z,2022-09-25T10:47:07Z,69,4,4,,,,-63.47748,44.70762,Halifax,Cherry Brook
69287,69287,1,2022-09-24T02:55:14Z,2022-09-25T10:37:10Z,178,4,4,2022-09-24T02:38:24Z,2022-09-29T02:00:00Z,High Winds and Rain,-63.66571,44.67648,Halifax,Glenborne
73252,73252,1,2022-09-24T09:15:50Z,2022-09-25T10:37:10Z,150,4,4,2022-09-24T01:53:52Z,2022-09-30T02:00:00Z,Cause Being Investigated,-63.20187,45.38798,Colchester,
76881,76881,1,2022-09-24T15:16:22Z,2022-09-25T10:37:10Z,114,4,4,2022-09-24T01:53:52Z,2022-09-30T02:00:00Z,High Winds and Rain,-63.20039,45.39383,Colchester,
79826,79826,1,2022-09-24T18:26:44Z,2022-09-25T10:37:10Z,95,4,4,,,,-63.60495,44.70474,Halifax,Burnside Business Park
81073,81073,1,2022-09-24T19:26:45Z,2022-09-25T10:37:10Z,89,4,4,2022-09-24T18:41:24Z,2022-09-26T02:00:00Z,High Winds and Rain,-60.94135,46.13454,Victoria,
81319,81319,1,2022-09-24T19:46:56Z,2022-09-25T10:37:10Z,87,14,14,2022-09-24T19:13:52Z,2022-09-29T02:00:00Z,High Winds and Rain,-61.01324,45.51084,Richmond,
71053,71053,1,2022-09-24T04:35:57Z,2022-09-25T10:27:15Z,167,2200,2209,2022-09-24T04:11:48Z,2022-09-28T17:00:00Z,High Winds and Rain,-60.52771,46.80036,Victoria,
72763,72763,1,2022-09-24T07:35:53Z,2022-09-25T10:27:15Z,154,4,4,2022-09-24T07:17:11Z,2022-09-29T02:00:00Z,High Winds and Rain,-60.06458,46.18942,Cape Breton,
73467,73467,1,2022-09-24T09:55:44Z,2022-09-25T10:27:15Z,145,4,4,2022-09-24T09:35:57Z,2022-09-29T02:00:00Z,High Winds and Rain,-60.1783,46.15215,Cape Breton,
73654,73654,1,2022-09-24T10:15:52Z,2022-09-25T10:27:15Z,143,4,4,2022-09-24T04:26:16Z,2022-09-30T02:00:00Z,High Winds and Rain,-63.29252,45.70748,Colchester,
73678,73678,1,2022-09-24T10:25:50Z,2022-09-25T10:27:15Z,142,62,63,2022-09-24T04:54:50Z,2022-09-28T02:00:00Z,High Winds and Rain,-63.2903,44.74165,Halifax,
75570,75570,1,2022-09-24T13:25:58Z,2022-09-25T10:27:15Z,124,4,4,2022-09-24T02:48:01Z,2022-09-29T02:00:00Z,High Winds and Rain,-63.20537,45.37718,Colchester,
76110,76110,1,2022-09-24T14:16:21Z,2022-09-25T10:27:15Z,119,4,4,2022-09-24T03:09:01Z,2022-09-30T02:00:00Z,High Winds and Rain,-62.79627,45.64459,Pictou,
77343,77343,1,2022-09-24T15:56:22Z,2022-09-25T10:27:15Z,109,5,5,2022-09-24T02:48:01Z,2022-09-28T17:00:00Z,High Winds and Rain,-63.27166,45.36615,Colchester,
77891,77891,1,2022-09-24T16:36:34Z,2022-09-25T10:27:15Z,105,237,240,2022-09-24T04:39:34Z,2022-09-28T17:00:00Z,High Winds and Rain,-60.77495,46.15027,Victoria,
78298,78298,1,2022-09-24T16:56:30Z,2022-09-25T10:27:15Z,103,4,4,2022-09-24T05:00:53Z,2022-09-30T02:00:00Z,High Winds and Rain,-63.31316,45.20262,Colchester,
79654,79654,1,2022-09-24T18:16:45Z,2022-09-25T10:27:15Z,95,4,4,,,,-63.34479,45.13881,Colchester,
81008,81008,1,2022-09-24T19:16:54Z,2022-09-25T10:27:15Z,89,4,4,2022-09-24T18:56:00Z,2022-09-30T02:00:00Z,High Winds and Rain,-60.76507,46.10659,Victoria,
81959,81959,1,2022-09-24T20:07:06Z,2022-09-25T10:27:15Z,84,4,4,2022-09-24T19:47:26Z,2022-09-30T02:00:00Z,High Winds and Rain,-60.94856,46.1843,Victoria,
82736,82736,1,2022-09-24T20:38:04Z,2022-09-25T10:27:15Z,81,4,4,2022-09-24T20:16:43Z,2022-09-30T02:00:00Z,High Winds and Rain,-60.91289,46.14856,Victoria,
70094,70094,1,2022-09-24T03:46:08Z,2022-09-25T10:17:09Z,171,4,4,2022-09-24T03:31:01Z,2022-09-29T02:00:00Z,High Winds and Rain,-63.72689,44.8255,Halifax,Upper Sackville
74432,74432,1,2022-09-24T11:45:49Z,2022-09-25T10:17:09Z,133,4,4,2022-09-24T05:03:05Z,2022-09-29T02:00:00Z,High Winds and Rain,-63.4064,45.08543,Hants,
74821,74821,1,2022-09-24T12:15:58Z,2022-09-25T10:17:09Z,130,4,4,2022-09-24T11:52:05Z,2022-09-26T02:00:00Z,High Winds and Rain,-63.66893,44.83729,Halifax,
75390,75390,1,2022-09-24T13:06:01Z,2022-09-25T10:17:09Z,125,4,4,2022-09-24T02:14:13Z,2022-09-29T02:00:00Z,High Winds and Rain,-63.66438,44.77738,Halifax,Lower Sackville
75966,75966,1,2022-09-24T13:56:06Z,2022-09-25T10:17:09Z,120,1107,1111,2022-09-24T02:14:13Z,2022-09-26T02:00:00Z,High Winds and Rain,-63.66921,44.77838,Halifax,Lower Sackville
81017,81017,1,2022-09-24T19:26:45Z,2022-09-25T10:17:09Z,87,31,31,2022-09-24T06:07:39Z,2022-09-29T02:00:00Z,High Winds and Rain,-60.75764,46.09907,Victoria,
81024,81024,1,2022-09-24T19:26:45Z,2022-09-25T10:17:09Z,87,43,43,2022-09-24T04:08:15Z,2022-09-29T02:00:00Z,High Winds and Rain,-60.74795,46.10511,Victoria,
81057,81057,1,2022-09-24T19:26:45Z,2022-09-25T10:17:09Z,87,14,14,2022-09-24T12:27:09Z,2022-09-29T02:00:00Z,High Winds and Rain,-60.75432,46.09551,Victoria,
83547,83547,1,2022-09-24T21:17:12Z,2022-09-25T10:17:09Z,76,4,4,,,,-63.67312,44.78158,Halifax,Lower Sackville
68833,68833,1,2022-09-24T02:24:59Z,2022-09-25T10:07:12Z,178,4,4,2022-09-24T02:10:06Z,2022-09-29T02:00:00Z,High Winds and Rain,-63.95452,44.65847,Halifax,
71879,71879,1,2022-09-24T05:25:57Z,2022-09-25T10:07:12Z,160,10,10,2022-09-24T05:01:12Z,2022-09-29T17:00:00Z,High Winds and Rain,-60.24328,46.11583,Cape Breton,
72104,72104,1,2022-09-24T05:45:53Z,2022-09-25T10:07:12Z,158,1819,1827,2022-09-24T05:25:21Z,2022-09-26T02:00:00Z,High Winds and Rain,-63.70713,44.78645,Halifax,Middle Sackville
80104,80104,1,2022-09-24T18:36:48Z,2022-09-25T10:07:12Z,91,4,4,2022-09-24T15:36:42Z,2022-09-26T02:00:00Z,High Winds and Rain,-60.19033,46.16408,Cape Breton,
85361,85361,1,2022-09-24T22:48:43Z,2022-09-25T10:07:12Z,66,4,4,,,,-60.18683,46.1588,Cape Breton,
85933,85933,1,2022-09-24T23:09:50Z,2022-09-25T10:07:12Z,64,4,4,2022-09-24T22:40:32Z,2022-09-30T02:00:00Z,High Winds and Rain,-63.31571,45.22249,Colchester,
86177,86177,1,2022-09-24T23:18:18Z,2022-09-25T10:07:12Z,63,4,4,,,,-64.35163,45.09002,Kings,
86202,86202,1,2022-09-24T23:18:18Z,2022-09-25T10:07:12Z,63,4,4,2022-09-24T15:46:52Z,2022-09-27T02:00:00Z,High Winds and Rain,-64.35558,45.0919,Kings,
73150,73150,1,2022-09-24T09:15:50Z,2022-09-25T09:57:08Z,146,4,4,2022-09-24T05:59:32Z,2022-09-29T02:00:00Z,High Winds and Rain,-60.19196,46.16893,Cape Breton,
77859,77859,1,2022-09-24T16:36:34Z,2022-09-25T09:57:08Z,102,4,4,2022-09-24T16:14:29Z,2022-09-29T02:00:00Z,High Winds and Rain,-63.68183,44.63367,Halifax,Beechville
79745,79745,1,2022-09-24T18:16:45Z,2022-09-25T09:57:08Z,92,4,4,2022-09-24T17:58:50Z,2022-09-29T02:00:00Z,High Winds and Rain,-60.14501,46.17924,Cape Breton,
84419,84419,1,2022-09-24T21:57:04Z,2022-09-25T09:57:08Z,70,4,4,2022-09-24T02:57:40Z,2022-09-27T17:00:00Z,High Winds and Rain,-64.51716,44.91052,Kings,
85594,85594,1,2022-09-24T22:58:31Z,2022-09-25T09:57:08Z,64,11,11,,,,-63.28026,44.74571,Halifax,
86508,86508,1,2022-09-24T23:27:49Z,2022-09-25T09:57:08Z,61,131,131,2022-09-24T23:08:40Z,2022-09-28T02:00:00Z,High Winds and Rain,-63.57596,44.64228,Halifax,Spring Garden Road Area
68345,68345,1,2022-09-24T01:24:41Z,2022-09-25T09:47:12Z,182,144,151,2022-09-24T01:10:40Z,2022-09-28T17:00:00Z,High Winds and Rain,-62.85546,45.60964,Pictou,
71797,71797,1,2022-09-24T05:16:02Z,2022-09-25T09:47:12Z,159,4,4,2022-09-24T05:01:00Z,2022-09-29T02:00:00Z,High Winds and Rain,-63.66011,44.67006,Halifax,Sherwood Heights
81064,81064,1,2022-09-24T19:26:45Z,2022-09-25T09:47:12Z,84,364,643,2022-09-24T18:41:24Z,2022-09-28T17:00:00Z,High Winds and Rain,-60.90948,46.08228,,
81995,81995,1,2022-09-24T20:07:06Z,2022-09-25T09:47:12Z,80,4,4,2022-09-24T19:40:00Z,2022-09-29T02:00:00Z,High Winds and Rain,-63.67116,44.83647,Halifax,
83987,83987,1,2022-09-24T21:37:08Z,2022-09-25T09:47:12Z,71,4,4,,,,-64.21651,45.82822,Cumberland,
73151,73151,1,2022-09-24T09:15:50Z,2022-09-25T09:37:15Z,144,4,4,2022-09-24T03:09:01Z,2022-09-30T02:00:00Z,High Winds and Rain,-62.78966,45.68298,Pictou,
76350,76350,1,2022-09-24T14:36:07Z,2022-09-25T09:37:15Z,112,4,4,2022-09-24T14:01:03Z,2022-09-29T02:00:00Z,High Winds and Rain,-63.66016,44.84145,Halifax,
81062,81062,1,2022-09-24T19:26:45Z,2022-09-25T09:37:15Z,83,4,4,2022-09-24T04:11:04Z,2022-09-26T02:00:00Z,High Winds and Rain,-62.6331,45.58364,Pictou,
82514,82514,1,2022-09-24T20:27:11Z,2022-09-25T09:37:15Z,77,4,4,2022-09-24T19:34:40Z,2022-09-29T02:00:00Z,High Winds and Rain,-64.19314,45.00095,Hants,
83412,83412,1,2022-09-24T21:07:03Z,2022-09-25T09:37:15Z,73,4,4,,,,-63.2445,45.37456,Colchester,
85155,85155,1,2022-09-24T22:27:45Z,2022-09-25T09:37:15Z,65,4,4,2022-09-24T22:04:38Z,2022-09-27T02:00:00Z,High Winds and Rain,-63.56977,44.64228,Halifax,Barrington South
87216,87216,1,2022-09-24T23:58:10Z,2022-09-25T09:37:15Z,56,4,4,,,,-63.49924,44.66857,Halifax,Colby Village
70293,70293,1,2022-09-24T03:55:41Z,2022-09-25T09:27:15Z,165,76,78,2022-09-24T03:37:56Z,2022-09-28T02:00:00Z,High Winds and Rain,-63.89581,44.6742,Halifax,
70344,70344,1,2022-09-24T03:55:41Z,2022-09-25T09:27:15Z,165,4,4,,,,-63.9089,44.63875,Halifax,
70935,70935,1,2022-09-24T04:26:07Z,2022-09-25T09:27:15Z,162,4,4,2022-09-24T04:05:57Z,2022-09-29T02:00:00Z,High Winds and Rain,-63.90062,44.66657,,
71702,71702,1,2022-09-24T05:16:02Z,2022-09-25T09:27:15Z,157,4,4,,,,-63.8909,44.67235,Halifax,
73571,73571,1,2022-09-24T10:05:49Z,2022-09-25T09:27:15Z,138,4,4,2022-09-24T09:37:20Z,2022-09-29T02:00:00Z,High Winds and Rain,-62.65706,45.58849,Pictou,
75229,75229,1,2022-09-24T12:55:53Z,2022-09-25T09:27:15Z,121,4,4,,,,-63.91014,44.64502,Halifax,
75416,75416,1,2022-09-24T13:16:01Z,2022-09-25T09:27:15Z,119,4,4,,,,-63.89604,44.63413,Halifax,
75800,75800,1,2022-09-24T13:46:02Z,2022-09-25T09:27:15Z,116,4,4,,,,-63.90558,44.63591,Halifax,
78710,78710,1,2022-09-24T17:16:40Z,2022-09-25T09:27:15Z,95,4,4,2022-09-24T16:56:14Z,2022-09-29T02:00:00Z,High Winds and Rain,-64.16308,45.05414,Hants,
78909,78909,1,2022-09-24T17:36:42Z,2022-09-25T09:27:15Z,93,4,4,2022-09-24T17:08:53Z,2022-09-29T02:00:00Z,High Winds and Rain,-64.14045,44.97986,Hants,
81747,81747,1,2022-09-24T19:56:52Z,2022-09-25T09:27:15Z,79,4,4,2022-09-24T19:32:52Z,2022-09-29T02:00:00Z,High Winds and Rain,-63.66831,44.83221,Halifax,
83039,83039,1,2022-09-24T20:47:23Z,2022-09-25T09:27:15Z,74,4,4,2022-09-24T20:25:08Z,2022-09-29T02:00:00Z,High Winds and Rain,-63.5198,44.65606,Halifax,Russell Lake
83227,83227,1,2022-09-24T20:56:55Z,2022-09-25T09:27:15Z,73,4,4,,,,-63.84968,44.68551,Halifax,
83564,83564,1,2022-09-24T21:17:12Z,2022-09-25T09:27:15Z,71,4,4,,,,-63.9352,44.63493,Halifax,
84867,84867,1,2022-09-24T22:17:46Z,2022-09-25T09:27:15Z,65,44,44,,,,-63.67614,44.71114,Halifax,Nelson's Landing
85932,85932,1,2022-09-24T23:09:50Z,2022-09-25T09:27:15Z,60,4,4,2022-09-24T22:43:42Z,2022-09-29T02:00:00Z,High Winds and Rain,-63.52935,44.93675,Halifax,
77624,77624,1,2022-09-24T16:26:34Z,2022-09-25T09:17:22Z,99,20,20,2022-09-24T15:29:04Z,2022-09-27T02:00:00Z,High Winds and Rain,-64.24012,44.54273,Lunenburg,
77857,77857,1,2022-09-24T16:36:34Z,2022-09-25T09:17:22Z,98,4,4,2022-09-24T16:15:37Z,2022-09-27T17:00:00Z,High Winds and Rain,-65.37376,44.79514,Annapolis,
78490,78490,1,2022-09-24T17:06:37Z,2022-09-25T09:17:22Z,95,4,4,2022-09-24T16:43:55Z,2022-09-29T02:00:00Z,High Winds and Rain,-63.67568,44.65762,Halifax,Bayer's Lake Business Park
79148,79148,1,2022-09-24T17:46:38Z,2022-09-25T09:17:22Z,91,4,4,2022-09-24T16:15:54Z,2022-09-27T17:00:00Z,High Winds and Rain,-65.43763,44.76034,Annapolis,
79427,79427,1,2022-09-24T17:56:38Z,2022-09-25T09:17:22Z,90,4,4,2022-09-24T17:38:18Z,2022-09-29T02:00:00Z,High Winds and Rain,-64.11645,44.98319,Hants,
80127,80127,1,2022-09-24T18:36:48Z,2022-09-25T09:17:22Z,86,4,4,2022-09-24T18:11:59Z,2022-09-29T02:00:00Z,High Winds and Rain,-64.2631,44.94418,Hants,
81009,81009,1,2022-09-24T19:16:54Z,2022-09-25T09:17:22Z,82,4,4,2022-09-24T18:54:27Z,2022-09-27T17:00:00Z,High Winds and Rain,-65.32857,44.83261,Annapolis,
82743,82743,1,2022-09-24T20:38:04Z,2022-09-25T09:17:22Z,74,4,4,2022-09-24T19:34:40Z,2022-09-29T02:00:00Z,High Winds and Rain,-64.17692,45.00885,Hants,
82823,82823,1,2022-09-24T20:38:04Z,2022-09-25T09:17:22Z,74,4,4,2022-09-24T20:22:41Z,2022-09-29T02:00:00Z,High Winds and Rain,-63.48307,44.69183,Halifax,Auburn
87277,87277,1,2022-09-24T23:58:10Z,2022-09-25T09:17:22Z,54,14,14,,,,-63.49606,44.6681,Halifax,Colby Village
71470,71470,1,2022-09-24T04:55:52Z,2022-09-25T09:07:20Z,157,4,4,2022-09-24T04:35:43Z,2022-09-29T02:00:00Z,High Winds and Rain,-63.67204,44.81224,Halifax,
75827,75827,1,2022-09-24T13:46:02Z,2022-09-25T09:07:20Z,114,4,4,2022-09-24T01:10:29Z,2022-09-26T02:00:00Z,High Winds and Rain,-63.46643,44.74948,Halifax,
76150,76150,1,2022-09-24T14:16:21Z,2022-09-25T09:07:20Z,111,4,4,2022-09-24T13:54:47Z,2022-09-29T02:00:00Z,High Winds and Rain,-63.66389,44.84274,Halifax,
80715,80715,1,2022-09-24T19:06:57Z,2022-09-25T09:07:20Z,82,4,4,2022-09-24T04:55:02Z,2022-09-29T02:00:00Z,High Winds and Rain,-63.68454,44.82915,Halifax,
